approval_number,name,address,city,postcode,region,country,section,activity,slaughter,species,remarks,date_of_approval,publication_date
DE BW 01110 EG,VION Crailsheim GmbH,Tiefenbacher Str. 70,Crailsheim,74564,"Landkreis Schwäbisch Hall,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,RM,CP SH,Y,bovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE NI 11806,VION Emstek GmbH,Wilhelm-Bunsen-Straße 15,Emstek,49685,"Landkreis Cloppenburg,Lower Saxony",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE BY 30379 EG,VION FKM Furth im Wald GmbH,Marienstraße 21a,Furth im Wald,93437,"Landkreis Cham,Upper Palatinate,Bavaria",Germany,RM,SH,Y,bovine,SH - Slaughterhouse,,
"DE EZ 181, DE ES 238",VION FKM Furth im Wald GmbH,Marienstraße 21a,Furth im Wald,93437,"Landkreis Cham,Upper Palatinate,Bavaria",Germany,RM,SH CP,Y,bovine,SH - Slaughterhouse | CP - Cutting Plant,,
DE NI 11399 EG,VION Holdorf GmbH,Industriestr. 22,Holdorf,49451,"Landkreis Vechta,Lower Saxony",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE BY 10504 EG,VION Waldkraiburg GmbH,Traunreuter Straße 7,Waldkraiburg,84478,"Landkreis Mühldorf am Inn,Upper Bavaria,Bavaria",Germany,RM,SH CP,Y,bovine,SH - Slaughterhouse | CP - Cutting Plant,,
DE NW 50151 EG,Vieh- und Fleischhandel Gotzen GmbH & Co. KG,Roermonder Straße 212,Schwalmtal,41366,"Kreis Viersen,Regierungsbezirk Düsseldorf,North Rhine-Westphalia",Germany,RM,CP SH,Y,bovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE NI 10317 EG,Vieh- und Fleischhandel Merhold GmbH,Neue Straße 3,Söhlde,31185,"Landkreis Hildesheim,Lower Saxony",Germany,RM,CP SH,Y,bovine ovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE NW-EZ 1665,Vieh- und Fleischhandlung Richard Ehning,Weseker Straße 51,Borken,46325,"Kreis Borken,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE TH 01061 EG,Vion Altenburg GmbH,Am Poschwitzer Park 7,Altenburg,04600,"Landkreis Altenburger Land,Thuringia",Germany,RM,CP SH,Y,bovine,CP - Cutting Plant | SH - Slaughterhouse,,
"DE ES 138 EG, DE EZ 213 EG",Vion Bad Bramstedt GmbH,Tegelbarg 19 - 21,Bad Bramstedt,24576,"Kreis Segeberg,Schleswig-Holstein",Germany,RM,CP SH,Y,bovine caprine ovine porcine equine,CP - Cutting Plant | SH - Slaughterhouse,,
DE NW 40318 EG,Vion Hilden GmbH,Westring 21,Hilden,40721,"Kreis Mettmann,Regierungsbezirk Düsseldorf,North Rhine-Westphalia",Germany,RM,CP,N,bovine,CP - Cutting Plant,,
RP-EZ 306,Vital Fleisch GmbH,Lönnebergastraße 6,Speyer,67346,"Speyer,Rhineland-Palatinate",Germany,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE SN-EZ 049 EG,Vorwerk Podemus Biofleisch- und Wurstwaren GbR,Podemuser Ring 1,Dresden,01156,"Dresden,Saxony",Germany,RM,CP,N,bovine porcine ovine caprine,CP - Cutting Plant,,
DE SN-ES 049 EG,Vorwerk Podemus Biofleisch- und Wurstwaren GbR,Podemuser Ring 1,Dresden,01156,"Dresden,Saxony",Germany,RM,SH,Y,bovine porcine caprine ovine,SH - Slaughterhouse,,
DE NW 82254,Vossko GmbH & Co. KG,Vossko-Allee 1,Ostbevern,48346,"Kreis Warendorf,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,CP,N,bovine caprine ovine equine porcine,CP - Cutting Plant,,
BY 10558,Waller Magnus,Dorfstr. 2,Oberaudorf,83080,"Landkreis Rosenheim,Upper Bavaria,Bavaria",Germany,RM,SH,Y,,SH - Slaughterhouse,,
DE NI 20658 EG,Weidemark Fleischwaren GmbH & Co. KG,Industriestraße 11,Sögel,49751,"Landkreis Emsland,Lower Saxony",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE NI 32500,WestCrown GmbH,Dieter-Fuchs-Str. 5-9,Dissen,49201,"Landkreis Osnabrück,Lower Saxony",Germany,RM,CP,N,porcine,CP - Cutting Plant,,
DE EZ 206 EG,Westfleisch Erkenschwick GmbH,Industriestraße 8-14,Oer-Erkenschwick,45739,"Kreis Recklinghausen,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,CP,N,porcine,CP - Cutting Plant,,
DE ES 249 EG,Westfleisch Erkenschwick GmbH - Schlachtbetrieb,Industriestraße 8-14,Oer-Erkenschwick,45739,"Kreis Recklinghausen,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,SH,Y,porcine,SH - Slaughterhouse,,
DE NI 10142 EG,Westfleisch SCE mbH Fleischcenter Bakum,Harmer Str. 25,Bakum,49456,"Landkreis Vechta,Lower Saxony",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE EZ 320 EG,Westfleisch SCE mbH Fleischcenter Coesfeld,Stockum 2,Coesfeld,48653,"Kreis Coesfeld,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,CP,N,porcine,CP - Cutting Plant,,
DE ES 265 EG,Westfleisch SCE mbH Fleischcenter Coesfeld - Schlachtbetrieb,Stockum 2,Coesfeld,48653,"Kreis Coesfeld,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,SH,Y,porcine,SH - Slaughterhouse,,
DE EZ 119 EG,Westfleisch SCE mbH Fleischcenter Hamm,Kranstraße 32,Hamm,59071,"Hamm,Regierungsbezirk Arnsberg,North Rhine-Westphalia",Germany,RM,CP,N,porcine bovine,CP - Cutting Plant,,
DE NW 12000 EG,Westfleisch SCE mbH Fleischcenter Hamm,Kranstr. 32,Hamm,59071,"Hamm,Regierungsbezirk Arnsberg,North Rhine-Westphalia",Germany,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE ES 147 EG,Westfleisch SCE mbH Fleischcenter Hamm - Schlachtbetrieb,Kranstraße 32,Hamm,59071,"Hamm,Regierungsbezirk Arnsberg,North Rhine-Westphalia",Germany,RM,SH,Y,porcine bovine,SH - Slaughterhouse,,
DE NW 20150 EG,"Westfleisch SCE mbH, Fleischcenter Lübbecke",Rote-Mühle 54-56,Lübbecke,32312,"Kreis Minden-Lübbecke,Regierungsbezirk Detmold,North Rhine-Westphalia",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE BY-EZ 717,Wiedemannfleisch GmbH & Co. KG,Proviantbachstraße 3a,Augsburg,86153,"Augsburg,Swabia,Bavaria",Germany,RM,CP,N,,CP - Cutting Plant,,
SL 90028,Wildspezialitäten Broszeit,Hermbacher Hof 1,Freisen,66629,"Landkreis St. Wendel,Saarland",Germany,RM,SH,Y,bovine caprine ovine porcine,SH - Slaughterhouse,,
DE EZ 794,Wilhelm Bannaski GmbH,Lagerstraße 11,Hamburg,20357,Hamburg,Germany,RM,CP,N,,CP - Cutting Plant,,
DE HE 10470 EG,Wilhelm Reitbauer GmbH,Bahnhofstraße 12,Höchst im Odenwald,64739,"Odenwaldkreis,Regierungsbezirk Darmstadt,Hesse",Germany,RM,CP SH,Y,bovine caprine ovine equine,CP - Cutting Plant | SH - Slaughterhouse,,
DE 0035424,Willms Fleisch GmbH,Carl-Zeiss-Str. 10,Wiehl,51674,"Oberbergischer Kreis,Cologne Government Region,North Rhine-Westphalia",Germany,RM,CP,N,,CP - Cutting Plant,,
DE EZ 204,Willms Fleisch GmbH Bröltaler Wurst- und Schinkenwaren,Felderhoferbrücke 15,Ruppichteroth,53809,"Rhein-Sieg-Kreis,Cologne Government Region,North Rhine-Westphalia",Germany,RM,CP,N,,CP - Cutting Plant,,
DE EZ 1400,Willms Weißwasser GmbH & Co. KG,Heinrich-Heine-Straße 80,Weißwasser/O.L. - Běła Woda,02943,"Landkreis Görlitz,Saxony",Germany,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE ES 312 EG,Willy Siemes & Sohn Fleischgroßhandel und Großschlachterei GmbH & Co. KG,Gerberstraße 29-32,Viersen,41748,"Kreis Viersen,Regierungsbezirk Düsseldorf,North Rhine-Westphalia",Germany,RM,SH,Y,bovine porcine,SH - Slaughterhouse,,
DE ES 312 EWG,Willy Siemes & Sohn Viehhandel GmbH & Co. KG,Gerberstraße 29-33,Viersen,41748,"Kreis Viersen,Regierungsbezirk Düsseldorf,North Rhine-Westphalia",Germany,RM,SH,Y,bovine porcine,SH - Slaughterhouse,,
DE SL 30018,Wintringer Hof,Wintringer Hof 7,Kleinblittersdorf,66271,"Regionalverband Saarbrücken,Saarland",Germany,RM,CP,N,,CP - Cutting Plant,,
DE 09 177 119 0901,Wohlmuth Anita / Metzgerei,Pfarrer-Huber-Straße 10,Tading,85659,"Landkreis Erding,Upper Bavaria,Bavaria",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
BY 30903,Wolf GmbH,Am Ahornhof 2,Schwandorf,92421,"Landkreis Schwandorf,Upper Palatinate,Bavaria",Germany,RM,CP,N,,CP - Cutting Plant,,
081271030630,"Wroblewski, Marc",Landschaftspflegehof 1 74586 Frankenhardt,Frankenhardt,74586,"Landkreis Schwäbisch Hall,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
091741460192,Wörle Kaspar,Poststr. 23,Wiedenzhausen,85259,"Landkreis Dachau,Upper Bavaria,Bavaria",Germany,RM,SH,Y,,SH - Slaughterhouse,,
DE RP 07003EG,Wössner und Junk GbR,Parkstraße 1,Lissendorf,54587,"Landkreis Vulkaneifel,Rhineland-Palatinate",Germany,RM,SH,Y,,SH - Slaughterhouse,,
DE NW 10363,Yilmaz Fleisch und Geflügel GmbH,Brennaborstraße 10,Dortmund,44149,"Dortmund,Regierungsbezirk Arnsberg,North Rhine-Westphalia",Germany,RM,CP,N,,CP - Cutting Plant,,
DE NW 10168,Yükseloglu Fleischhandel GmbH,Schlachthausstraße12,Siegen,57072,"Kreis Siegen-Wittgenstein,Regierungsbezirk Arnsberg,North Rhine-Westphalia",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
