approval_number,name,address,city,postcode,region,country,section,activity,slaughter,species,remarks,date_of_approval,publication_date
CZ 16880,"AGRO - CB, spol. s r.o.",Plavnická 495,Kamenný Újezd,37381,"Jihočeský kraj,Southwest",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 1238,"AGRO - Měřín, obchodní společnost, s.r.o.","Zarybník 516, 59442 Měřín",Měřín,59442,"Kraj Vysočina,Southeast",Czechia,RM,SH,Y,,SH - Slaughterhouse,,
CZ 11300,"ASTRA maso, s.r.o.",Dr. M. Horákové 1559,Nový Bydžov,50401,"Královéhradecký kraj,Northeast",Czechia,RM,CP,N,bovine porcine,CP - Cutting Plant,,
CZ 18811,"ASTUR-KA, s.r.o.","Charvatce č.p. 13, 41119 Matiněves",Martiněves,41119,"Ústecký kraj,Northwest",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ2139,"Agraspol Předmíř, a.s.","Předmíř č. p. 54, 38742 Předmíř",Předmíř,38742,"Jihočeský kraj,Southwest",Czechia,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 390,"Agrokomplex, spol. s r.o.","Areál ÚOS, 40725 Verneřice",Verneřice,40725,"Ústecký kraj,Northwest",Czechia,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 11920182,BEEFEX s.r.o.,"Výrobní 5/3, Štěrboholy, 10200 Praha 10",00 Prague,102,"Capital City of Prague,Prague",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 11730,BELAN řezník-uzenář s.r.o.,"Máchovy sady 293, 41761 Bystřany",Bystřany,41761,"Ústecký kraj,Northwest",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 158,BETAS s.r.o.,Lipovec 327,Lipovec,67915,"Jihomoravský kraj,Southeast",Czechia,RM,SH CP,Y,bovine porcine,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 20076,BILBO šmak s.r.o.,"Maxima Gorkého 1165, 43401 Most",01 Most,434,"Ústecký kraj,Northwest",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 2197,BIVOJ a.s.,"Jateční 2884/23a, 746 01 Opava - Předměstí, Czech Republic",01 Opava,746,"Moravskoslezský kraj,Moravia-Silesia",Czechia,RM,CP,N,caprine ovine equine porcine bovine,CP - Cutting Plant,,
CZ 17193,BORSO plus s.r.o.,"Sobotovice č. p. 175, 66467",Sobotovice,,"Jihomoravský kraj,Southeast",Czechia,RM,CP,N,bovine porcine,CP - Cutting Plant,,
CZ 81920628,Bidfood Kralupy s.r.o.,"Palhanecká 505/15, 74707 Opava, Czech Republic",Opava,74707,"Moravskoslezský kraj,Moravia-Silesia",Czechia,RM,CP,N,caprine ovine equine porcine bovine,CP - Cutting Plant,,
CZ 42920164,BioFarma Františkov,Františkov nad Ploučnicí č. p. 320,Františkov nad Ploučnicí,40723,"Ústecký kraj,Northwest",Czechia,RM,CP,N,bovine porcine,CP - Cutting Plant,,
CZ 51910062,Biofarma Pod Hájkem s.r.o.,Malofaremní porážka s bourárnou Horní Branná 497,Horní Branná,51236,"Liberecký kraj,Northeast",Czechia,RM,CP SH,Y,bovine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 399,Biopark s.r.o.,"Lipová č. p. 270, 40781 Lipová",Lipová,40781,"Ústecký kraj,Northwest",Czechia,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ23273,Bohuslav Kolář,Čertyně č. p. 31,Dolní Třebonín,38232,"Jihočeský kraj,Southwest",Czechia,RM,SH,Y,,SH - Slaughterhouse,,
CZ 912,CHOVSERVIS a.s.,"Hlavečník, 53315 Hlavečník",Hlavečník,53315,"Pardubický kraj,Northeast",Czechia,RM,SH CP,Y,bovine caprine ovine porcine,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 18836,Chovaneček s.r.o.,"Novobranská 87/14, Litoměřice-Město, 41201 Litoměřice",Litoměřice,41201,"Ústecký kraj,Northwest",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 41920073,DCH Bohemia Trade a.s.,"Sokolovská 1036/124e, Rybáře, 36005 Karlovy Vary",01 Carlsbad,360,"Karlovarský kraj,Northwest",Czechia,RM,CP,N,ovine caprine,CP - Cutting Plant,,
CZ 42910152,Daniel Kudla,Studánka č. p. 2,Varnsdorf,40752,"Ústecký kraj,Northwest",Czechia,RM,SH,Y,ovine bovine,SH - Slaughterhouse,,
CZ 42910163,EKOFARMA BABINY,Babiny II č. ev. 21,02 Homole u Panny,400,"Ústecký kraj,Northwest",Czechia,RM,CP SH,Y,bovine ovine porcine caprine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 20603,Ekofarma Bošina,Vernéřovice č. p. 56,Vernéřovice,54982,"Královéhradecký kraj,Northeast",Czechia,RM,CP SH,Y,bovine caprine ovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 10665,"FOLDA, s.r.o.",Bělíkova 1446,Frýdlant,46401,"Liberecký kraj,Northeast",Czechia,RM,CP,N,bovine porcine,CP - Cutting Plant,,
CZ 53920188,FOSTRADE s.r.o,"Písečná č. p. 136, 56170 Písečná",Písečná,56170,"Pardubický kraj,Northeast",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 17928,"Fakultní jatky, VFU Brno",Palackého třída 1946/1 612 42 Brno,Brno,61200,"Jihomoravský kraj,Southeast",Czechia,RM,CP SH,Y,porcine ovine caprine bovine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 31910408,Farma Semice,"K Píseckým horám 176, Semice, 39701 Písek",Písek,39701,"Jihočeský kraj,Southwest",Czechia,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 31910396,Farma Strážný - Jatky Hliniště,"Hliniště č. p. 45, 38443 Strážný",43 Strážný,384,"Jihočeský kraj,Southwest",Czechia,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 13500,"Farma u řeky Orlice, s.r.o.","Lípa nad Orlicí č. p. 60, 51721 Lípa nad Orlicí",Lípa nad Orlicí,,"Královéhradecký kraj,Northeast",Czechia,RM,CP,N,bovine,CP - Cutting Plant,,
CZ 31940276,"Farmáři, z.s.","Čížová č. p. 35, 39831 Čížová",Čížová,39831,"Jihočeský kraj,Southwest",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ371,Foitl řeznictví a uzenářství v.o.s.,náměstí J. V. Kamarýta 70,Velešín,38232,"Jihočeský kraj,Southwest",Czechia,RM,SH,Y,,SH - Slaughterhouse,,
CZ 51910073,František Berka,Pod Špičákem 675,Tanvald,46841,"Liberecký kraj,Northeast",Czechia,RM,CP SH,Y,bovine caprine ovine porcine equine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 13438,František Šutera,Veselská 581,Olešnice,67974,"Jihomoravský kraj,Southeast",Czechia,RM,CP SH,Y,bovine caprine equine porcine ovine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 5157,GLOBUS,"Poděbradská 293, Trnová, 53009 Pardubice",Pardubice,53009,"Pardubický kraj,Northeast",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 3657,"Globus ČR, v.o.s.","České Vrbné 2327, České Budějovice 2",České Budějovice,37011,"Jihočeský kraj,Southwest",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 51930581,"Globus ČR, v.o.s.",HM Globus Liberec Sousedská 600,01 Liberec,460,"Liberecký kraj,Northeast",Czechia,RM,CP,N,bovine porcine,CP - Cutting Plant,,
CZ 11840015,Gril servis s.r.o.,"V lipách 250/9, Koloděje, 19016 Praha 9",16 Prague,190,"Capital City of Prague,Prague",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 247,"HADAČ a ZAPLETAL, s.r.o.","Na Mýtě 1180, 66501 Rosice",Rosice,66501,"Jihomoravský kraj,Southeast",Czechia,RM,CP,N,bovine porcine,CP - Cutting Plant,,
CZ 21093,Horáková Meat s.r.o. - bourárna masa,"Kikrleho 1129/17, Slatina, 62700 Brno",00 Brno,627,"Jihomoravský kraj,Southeast",Czechia,RM,CP,N,bovine caprine ovine porcine equine,CP - Cutting Plant,,
CZ 41910061,Hovězí porážka Hlinky,"Hlinky, 36001 Stanovice",Hlinky,,"Karlovarský kraj,Northwest",Czechia,RM,CP SH,Y,bovine ovine caprine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 41920039,Hovězí výroba Dolní Rychnov,"Bergmannova 73, 35604 Dolní Rychnov",Dolní Rychnov,,"Karlovarský kraj,Northwest",Czechia,RM,CP,N,bovine,CP - Cutting Plant,,
CZ 1210,"INTRAMO Znojmo, spol. s r.o.","Trávní dvůr, 671 68 Hrabětice",Hrabětice,,"Jihomoravský kraj,Southeast",Czechia,RM,CP SH,Y,bovine ovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 599,Ing. Miloslav Šefler - Jatky Horažďovice,U Jatek 126,Horažďovice,34101,"Plzeňský kraj,Southwest",Czechia,RM,SH,Y,,SH - Slaughterhouse,,
CZ 17008,Ing. Pavel Štěpánek,"Slunečná č. p. 3, 38451 Želnava",Želnava,38462,"Jihočeský kraj,Southwest",Czechia,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ9434,Ing. Vlastimil Kamír,Borová č. p. 44,Chvalšiny,38206,"Jihočeský kraj,Southwest",Czechia,RM,CP,N,,CP - Cutting Plant,,
cz 907,Ing. arch. Martin Krtouš,"Porážkové místo Branišov Branišov č. p. 9, 38473 Zdíkov",73 Zdíkov,384,"Jihočeský kraj,Southwest",Czechia,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 4603,J & F PLUS s.r.o.,Oldřichov v Hájích 281,Chrastava,46331,"Liberecký kraj,Northeast",Czechia,RM,CP,N,bovine porcine,CP - Cutting Plant,,
CZ 283,"JABOR, spol. s r.o. - Řeznictví uzenářství JATKA Borkovany",Borkovany 206,Borkovany,69175,"Jihomoravský kraj,Southeast",Czechia,RM,SH CP,Y,porcine,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 184,"JACOM, spol. s r.o.",Přerovská 761,01 Holešov,769,"Zlínský kraj,Central Moravia",Czechia,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 11934197,JAMA maso s.r.o.,"Strakonická 13, Lahovice, 15900 Praha 5",00 Prague,159,"Capital City of Prague,Prague",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 730,JATKA - KURKA s.r.o.,"K Rybníčkům 359, 74781 Otice",Otice,74781,"Moravskoslezský kraj,Moravia-Silesia",Czechia,RM,SH,Y,porcine,SH - Slaughterhouse,,
CZ2195,JATKA Vodňany a.s.,"U Jatek 348, Vodňany II, 38901 Vodňany",Vodňany,38901,"Jihočeský kraj,Southwest",Czechia,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 14526,JATKY ALBEŘ s.r.o.,Albeř č. p. 15,Nová Bystřice,37833,"Jihočeský kraj,Southwest",Czechia,RM,SH,Y,,SH - Slaughterhouse,,
cz106,"JATKY Hradský, s.r.o.","Písecká 594, Strakonice I, 38601 Strakonice",Strakonice,38601,"Jihočeský kraj,Southwest",Czechia,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 345,"JATKY POHOŘELICE, spol. s.r.o.",Brněnská 287,Pohořelice,69123,"Jihomoravský kraj,Southeast",Czechia,RM,CP SH,Y,bovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 21910014,JATKY Český Brod a.s.,Jateční 316,Český Brod,28201,"Středočeský kraj,Central Bohemia",Czechia,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 53920201,JIP - VÝROBA MASA,"Hradišťská 407, Polabiny, 53352 Pardubice",Pardubice,53352,"Pardubický kraj,Northeast",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 18831,"JOTIS, s.r.o.","Českolipská 864/3, Předměstí, 41201 Litoměřice",Litoměřice,41201,"Ústecký kraj,Northwest",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 53920199,JUSTMEAT s.r.o.,"Nabočany č. p. 1, 53862 Nabočany",Nabočany,,"Pardubický kraj,Northeast",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 31910453,Jan Chmelík,Rodvínov č. p. 16,01 Jindřichův Hradec,377,"Jihočeský kraj,Southwest",Czechia,RM,SH,Y,,SH - Slaughterhouse,,
CZ 2178,Jan Rataj - řeznictví a uzenářství,"Zdíkov č. p. 137, 38472 Zdíkov",Zdíkov,38472,"Jihočeský kraj,Southwest",Czechia,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 16321,Jaromír Novák,"Pavlice č. p. 161, 67156 Pavlice",Pavlice,67156,"Jihomoravský kraj,Southeast",Czechia,RM,CP,N,bovine porcine,CP - Cutting Plant,,
CZ 1132,Jaroslava HAMPLOVÁ,"Zkratka 99, Bojiště",Trutnov,54101,"Královéhradecký kraj,Northeast",Czechia,RM,CP SH,Y,bovine caprine ovine porcine equine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 42910174,Jatka - Biofarma Třmeňák,Prunéřov - Třmeňák,01 Kadaň,432,"Ústecký kraj,Northwest",Czechia,RM,CP SH,Y,bovine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 242,"Jatka Ivančice, s.r.o.",U Jatek 1020/3,Ivančice,66491,"Jihomoravský kraj,Southeast",Czechia,RM,CP SH,Y,bovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 41910083,Jatka Kámen,"Kámen č. p. 51, 35801 Kraslice",Kraslice,35801,"Karlovarský kraj,Northwest",Czechia,RM,CP SH,Y,bovine ovine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 338,Jatka Lišov - Petr Číhal s.r.o.,Lazna 1051/18f,Lišov,37372,"Jihočeský kraj,Southwest",Czechia,RM,SH,Y,,SH - Slaughterhouse,,
CZ 81910111,Jatka Melč s.r.o.,"Melč č.p. 1,",Melč,74784,"Moravskoslezský kraj,Moravia-Silesia",Czechia,RM,CP SH,Y,bovine caprine ovine equine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ1081,Jatka Mlýny s.r.o.,"Mlýny č. p. 12, 39201 Mlýny",Mlýny,,"Jihočeský kraj,Southwest",Czechia,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 150,"Jatky Bučovice, s.r.o.",Nová 715,01 Bučovice,685,"Jihomoravský kraj,Southeast",Czechia,RM,CP SH,Y,bovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 5051,"Jatky Jezdinský, s.r.o.",Žlunice 29,Žlunice,50734,"Královéhradecký kraj,Northeast",Czechia,RM,SH,Y,bovine caprine ovine porcine equine,SH - Slaughterhouse,,
CZ 18816,Jatky Libochovice s.r.o.,"Husova 308, 41117 Libochovice",Libochovice,41117,"Ústecký kraj,Northwest",Czechia,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 1204,Jatky Valčík s. r. o.,Cyrilometodějská 560,Valašské Klobouky,76601,"Zlínský kraj,Central Moravia",Czechia,RM,SH,Y,,SH - Slaughterhouse,,
CZ 17143,Jatky Výsluní - Lenka Janejová,"Výsluní č. p. 15, 43183 Výsluní",Výsluní,43183,"Ústecký kraj,Northwest",Czechia,RM,SH,Y,,SH - Slaughterhouse,,
CZ 299,"Jihočeská masna, s.r.o.","Pražská tř. 530, České Budějovice 3",04 České Budějovice,370,"Jihočeský kraj,Southwest",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 16327,Jindřich Tichý,"Dr. Milady Horákové 1281, 67172 Miroslav",Miroslav,25701,"Středočeský kraj,Central Bohemia",Czechia,RM,CP,N,bovine porcine,CP - Cutting Plant,,
CZ 72920358,Jiří Bardoděj,"Nádražní 804, bourárna",Hulín,76824,"Zlínský kraj,Central Moravia",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 350,Josef Erhart,"Doubravice č. p. 30,",České Budějovice,37006,"Jihočeský kraj,Southwest",Czechia,RM,SH,Y,,SH - Slaughterhouse,,
CZ 42910130,Josef Koliba,Dobrná 130,Dobrná,40741,"Ústecký kraj,Northwest",Czechia,RM,SH,Y,ovine bovine porcine,SH - Slaughterhouse,,
CZ 605,Josef Pohankovics,"Lomnice 184, 36452 Žlutice",Žlutice,36452,"Karlovarský kraj,Northwest",Czechia,RM,CP SH,Y,bovine caprine ovine porcine equine,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 51840042,Jítravský Dvorec,Jítrava 5,Rynoltice,46353,"Liberecký kraj,Northeast",Czechia,RM,CP,N,bovine caprine ovine porcine,CP - Cutting Plant,,
CZ 15902,KAREL KLOUČEK ŘEZNICTVÍ A UZENÁŘSTVÍ s.r.o.,Fučíkova 647,61 Raspenava,463,"Liberecký kraj,Northeast",Czechia,RM,CP,N,bovine porcine,CP - Cutting Plant,,
CZ 19463,KORČIÁN s.r.o.,"Lesná č. p. 96, 67102 Lesná",Lesná,67102,"Jihomoravský kraj,Southeast",Czechia,RM,CP,N,bovine porcine,CP - Cutting Plant,,
CZ 11812,KREJNÝ s.r.o.,"Židovice č. p. 127, 41183 Židovice",Židovice,41183,"Ústecký kraj,Northwest",Czechia,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 160,Karel Havlíček,Krátká 228,Velké Opatovice,67963,"Jihomoravský kraj,Southeast",Czechia,RM,SH CP,Y,bovine porcine,SH - Slaughterhouse | CP - Cutting Plant,,
CZ 340,Karlovarské uzeniny s.r.o.,"Buchenwaldská 937/11, Rybáře, 36005 Karlovy Vary",01 Carlsbad,360,"Karlovarský kraj,Northwest",Czechia,RM,CP,N,bovine porcine ovine,CP - Cutting Plant,,
CZ 17022,Kateřina Kiričenko,Roseč č. p. 35,Roseč,37846,"Jihočeský kraj,Southwest",Czechia,RM,CP,N,,CP - Cutting Plant,,
CZ 53910233,"Klášterecké masné pochoutky, a. s.","Klášterec nad Orlicí č. p. 162, 56182 Klášterec nad Orlicí",Klášterec nad Orlicí,56182,"Pardubický kraj,Northeast",Czechia,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
CZ 333,Kostelecké uzeniny a.s.,Kostelec č.p. 60 588 61,Kostelec,58861,"Kraj Vysočina,Southeast",Czechia,RM,CP SH,Y,caprine ovine porcine bovine,CP - Cutting Plant | SH - Slaughterhouse,,
