approval_number,name,address,city,postcode,region,country,section,activity,slaughter,species,remarks,date_of_approval,publication_date
BG1601019EO,Ago Mes EOOD,"Dolni Voden distr. Kuklensko shose str., Vigla area",Asenovgrad,4230,Plovdiv,Bulgaria,RM,CP SH,Y,bovine caprine ovine equine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
BG 2105005 EO,BALGERIAN HALAL FUUDS OOD,"Madan, ul. ""Republika"" 1ZH, obl.Smolyan",Madan,4700,Smolyan,Bulgaria,RM,CP,N,,CP - Cutting Plant,,
BG1505031,BARBEKYUTO GRUP EOOD,"SLAVYANOVO, ul. SERGEY RUMYANCEV 10",Slavyanovo,5805,Pleven,Bulgaria,RM,CP,N,bovine porcine,CP - Cutting Plant,,
BG2501009,BONI mesokombinat-Ruse AD,"Industrial zone, Tsar Simeon Street",Targovishte,7700,Targovishte,Bulgaria,RM,SH CP,Y,porcine,SH - Slaughterhouse | CP - Cutting Plant,,
BG1801021,BORIMES OOD,"ul.Industrialen park №16, obl.Ruse",Ruse,7000,Ruse,Bulgaria,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
BG0341025,BRATYA STEFANOVI I SINOVE LTD,"14, Petrova niva, str",Aksakovo,9000,Varna,Bulgaria,RM,SH,Y,,SH - Slaughterhouse,,
BG2201014,BULMES GRUP LTD,"Moderno predgradie, 12 ""Georgi Karaslavov"" str",Sofia,1000,Sofia-City,Bulgaria,RM,CP,N,,CP - Cutting Plant,,
BG2801019,Bai Techo LTD,"26 Industrialna, Yambol",Yambol,8600,Yambol,Bulgaria,RM,CP SH,Y,caprine ovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
BG0401010,Bilyana Mes EOOD,"Balgarsko Slivovo, Balgarsko slivovo, obl.Veliko Tarnovo",Balgarsko Slivovo,5250,Veliko Tarnovo,Bulgaria,RM,SH,Y,porcine,SH - Slaughterhouse,,
BG 1101010 EO,Boni Mesokombinat-Ruse AD,"12 ""Byalo more"" str, Lovech",Lovech,5503,Lovech,Bulgaria,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
BG0105009,Bratya Lazarovi LTD,"ул.""Пирин"" № 11, вх. А",Goce Delcev,2900,Blagoevgrad,Bulgaria,RM,CP,N,bovine caprine ovine porcine,CP - Cutting Plant,,
BG0104024,CVETIMES-1417 LTD,"SIMITLI, SVOBODA str. №50",Simitli,2730,Blagoevgrad,Bulgaria,RM,CP,N,bovine ovine porcine,CP - Cutting Plant,,
BG0701001EO,Cheh-Yosif Novosad LTD,"Dryanovo municipality, Sokolovo village",Sokolovo,5392,Gabrovo,Bulgaria,RM,SH,Y,ovine bovine porcine,SH - Slaughterhouse,,
BG 1102010,DAK MESEOOD,"Lukovit, ul.""GURKO""12, obl.Lovech",Lukovit,5791,Lovech,Bulgaria,RM,CP,N,,CP - Cutting Plant,,
BG2004020,DALNIP-2 EOOD,49A Samuilovsko shose Street,Sliven,8800,Sliven,Bulgaria,RM,CP,N,bovine porcine,CP - Cutting Plant,,
BG0104029,DEKOVIS LTD,Pokrovnishko Shose 45 str.,Blagoevgrad,2604,Blagoevgrad,Bulgaria,RM,CP,N,bovine caprine ovine porcine,CP - Cutting Plant,,
