a_key,a_source,a_name,a_address,a_id,b_key,b_source,b_name,b_address,b_id,country,name_score,metres_apart,reason,decision
eu_traces_third_country:E321R,eu_traces_third_country,Fratelli Salmoiraghi S.r.l.,"Via per Cedrate, 1",E321R,eu_traces_third_country:3002 S,eu_traces_third_country,Fratelli Salmoiraghi S.r.l.,Via dei Ronchi,3002 S,ITA,1.0,,"identical name, no usable location on either record",
eu_traces_third_country:2857 M,eu_traces_third_country,REALBEEF S.R.L.,TIERZI - ZONA ASI,2857 M,eu_traces_third_country:18-1820 M,eu_traces_third_country,REALBEEF S.R.L.,VIA CONTRADA DA PIANI 2,18-1820 M,ITA,1.0,,"identical name, no usable location on either record",
eu_traces_third_country:52-14,eu_traces_third_country,Ūkininko Audriaus Banionio ūkio skerdykla,"Kepyklos g. 8, Margininkų k., Taurakiemio sen., Kauno raj.",52-14,eu_traces_third_country:52-07,eu_traces_third_country,Ūkininko Audriaus Banionio ūkis,"Kepyklos g. 8, Margininkų k., Taurakiemio sen., Kauno raj.",52-07,LIT,0.5,,same postcode and street number,
eu_traces_third_country:PL14270201,eu_traces_third_country,ZM OLEWNIK Sp. z o.o.,ul. Romualda Traugutta 24,PL14270201,eu_traces_third_country:14270201,eu_traces_third_country,Zakłady Mięsne OLEWNIK Sp. z o.o.,ul. Romualda Traugutta 24,14270201,POL,0.4,,same postcode and street number,
eu_traces_third_country:10070301,eu_traces_third_country,"Zakład Przetwórstwa Mięsnego ""Poddębniak"" Andrzej Poddębniak",Kunice 6,10070301,eu_traces_third_country:10070201,eu_traces_third_country,Zakład Przetwórstwa Mięsnego Nowakowski Sp. z o.o.,Dąbrowa 6,10070201,POL,0.429,,same postcode and street number,
cifer_china:CAUS01031808010001,cifer_china,AMERICOLD LOGISTICS LIMITED,SPEARWOOD WA 6163 ESTAB NO1013,CAUS01031808010001,cifer_china:CAUS01031808010002,cifer_china,Americold Logistics Limited,HEMMANT QLD 4174 ESTAB NO1125,CAUS01031808010002,澳大利,1.0,,"identical name, no usable location on either record",
cifer_china:CAUS01031808010001,cifer_china,AMERICOLD LOGISTICS LIMITED,SPEARWOOD WA 6163 ESTAB NO1013,CAUS01031808010001,cifer_china:CAUS01071808010002,cifer_china,Americold Logistics Limited,HEMMANT QLD 4174 ESTAB NO1125,CAUS01071808010002,澳大利,1.0,,"identical name, no usable location on either record",
cifer_china:CAUS01031808010002,cifer_china,Americold Logistics Limited,HEMMANT QLD 4174 ESTAB NO1125,CAUS01031808010002,cifer_china:CAUS01071808010001,cifer_china,AMERICOLD LOGISTICS LIMITED,SPEARWOOD WA 6163 ESTAB NO1013,CAUS01071808010001,澳大利,1.0,,"identical name, no usable location on either record",
cifer_china:CAUS01071808010001,cifer_china,AMERICOLD LOGISTICS LIMITED,SPEARWOOD WA 6163 ESTAB NO1013,CAUS01071808010001,cifer_china:CAUS01071808010002,cifer_china,Americold Logistics Limited,HEMMANT QLD 4174 ESTAB NO1125,CAUS01071808010002,澳大利,1.0,,"identical name, no usable location on either record",
cifer_china:CAUS01031808010005,cifer_china,JBS AUSTRALIA PTY LTD,BORDERTOWN SA 5268 ESTAB NO 1614,CAUS01031808010005,cifer_china:CAUS01031808010009,cifer_china,JBS AUSTRALIA PTY LTD,LONGFORD TAS 7301 ESTAB NO195,CAUS01031808010009,澳大利,1.0,,"identical name, no usable location on either record",
cifer_china:CAUS01031808010006,cifer_china,Lineage AUS TRS Pty Ltd,LAVERTON NORTH VIC 3026 ESTABNO 1662,CAUS01031808010006,cifer_china:CAUS01071808010012,cifer_china,LINEAGE AUS TRS PTY LTD,CANNON HILL QLD 4170 ESTAB NO3823,CAUS01071808010012,澳大利,1.0,,"identical name, no usable location on either record",
cifer_china:CAUS01071808010005,cifer_china,Lineage AUS TRS Pty Ltd,"1 Hume Road, LAVERTON NORTH VIC 3026",CAUS01071808010005,cifer_china:CAUS01071808010012,cifer_china,LINEAGE AUS TRS PTY LTD,CANNON HILL QLD 4170 ESTAB NO3823,CAUS01071808010012,澳大利,1.0,,"identical name, no usable location on either record",
cifer_china:CDNK01121808010008,cifer_china,Tulip Food Company A/S,"Mosevangen 1, DK-9230 Svenstrup",CDNK01121808010008,cifer_china:CDNK01121808010018,cifer_china,Tulip Food Company A/S,"Tulipvej 10, DK-7100 Vejle",CDNK01121808010018,丹麦,1.0,,"identical name, no usable location on either record",
